BRW,ORTST,WKT
420,Geist,"POLYGON ((7.625623616722024 51.93316691294405,7.625382240315911 51.93376201399062,7.625257197477303 51.93407365017495,7.624882776622382 51.93538118663024,7.624608856114795 51.93651310713969,7.625757454696793 51.93672234214584,7.626124265933789 51.93514255979761,7.6263553303486855 51.934479095603926,7.626454165457268 51.93414261779541,7.626701485340372 51.93345503264709,7.626518091811599 51.933337309317494,7.626181625710378 51.933167671499845,7.625692820300199 51.933032612891736,7.625623616722024 51.93316691294405))"
240,Gremmendorf,"POLYGON ((7.659630571060601 51.934441762791366,7.658402042823684 51.93374150639746,7.6572080036640795 51.93454364145825,7.656885500519545 51.93467659190933,7.6553581954531 51.93570704256489,7.6548857532197205 51.93544217274384,7.652699301935574 51.934175982791714,7.6514410920968725 51.93500688532975,7.651316598356244 51.935117810590974,7.65118000643823 51.935199171006246,7.650899614144677 51.93531366024179,7.650722883914582 51.93543468624176,7.650594383495264 51.93553486385035,7.649353404403912 51.9363659426513,7.649254272069021 51.936434226098044,7.650717532047136 51.93728223494547,7.652975957991689 51.93857893875905,7.653280561506197 51.938761045770796,7.653872907398751 51.93835152766561,7.654920476714035 51.937637821959115,7.6578560785235 51.935700310922535,7.659630571060601 51.934441762791366))"
340,Mecklenbeck,"POLYGON ((7.59114134916756 51.92959832312519,7.590147790465775 51.93064905741621,7.589482250621734 51.93132967731654,7.58885631481485 51.93198365646847,7.588058599595407 51.932754320909524,7.587597104997944 51.933189236034,7.587304817299007 51.93344872522009,7.5867038955987445 51.93400952703374,7.58654498206163 51.93413845368506,7.5866878698894515 51.934191224382445,7.588340198029677 51.93473946737199,7.588708830367012 51.934416934801874,7.589506429606263 51.93381300607603,7.5897974636766286 51.93345783994401,7.590322646311296 51.93293873436013,7.590931233827394 51.93316938449982,7.591306182065715 51.93289701498336,7.592039132820364 51.93240555418758,7.592211241125304 51.932272330696115,7.592021069195252 51.93216938482952,7.5928389326689425 51.93156567518724,7.593610009420957 51.93099286287617,7.592357239982658 51.93026976843427,7.59114134916756 51.92959832312519))"
155,Gremmendorf,"POLYGON ((7.6434025846696 51.94144439172243,7.643161267602155 51.941413700375094,7.642704909794731 51.941377788598665,7.642258649812893 51.94137264945595,7.641883187866966 51.94139557375942,7.64152904461885 51.941442586057235,7.641202037305126 51.941503535577624,7.641431939714055 51.94171057567737,7.64225302973415 51.9423789536493,7.642122031518494 51.94244179229273,7.642544531068955 51.94279413394113,7.643733174062311 51.943746685094425,7.644640178893187 51.94331364633651,7.64563381417744 51.94411090196294,7.645728165258765 51.944206405111075,7.64572978232759 51.94430656456346,7.645620668091769 51.9443940064176,7.645256730634891 51.94464160543391,7.645146757127626 51.944757648376665,7.645137910025973 51.94489774427725,7.645232346397544 51.94499038764851,7.6456059879862925 51.94515464392452,7.646065105519662 51.94471045818445,7.646587519978958 51.94415863200379,7.647401305101692 51.94327579025524,7.645523203603668 51.942475650231295,7.643984544379157 51.94178128026217,7.643709974707582 51.94163042562592,7.6434025846696 51.94144439172243))"
290,Berg Fidel,"POLYGON ((7.6307699375585925 51.925916624022044,7.631243626369047 51.92494049874818,7.63207324519452 51.925020328324294,7.633117014290445 51.92515321746302,7.634161607081953 51.92531579830699,7.635300891688528 51.925532758807286,7.635950826840101 51.925668810058035,7.637342366544235 51.92599526482973,7.638793638971844 51.926372353419474,7.6392766428793175 51.92532527100792,7.6397252880274165 51.925415231378004,7.639934147258693 51.92512091965417,7.640016984379255 51.92500539415301,7.63936894885685 51.924866125137775,7.638394694397281 51.924659824431274,7.637543236781472 51.92448129356599,7.6368436020671036 51.9243572287174,7.636724679882343 51.92434267311744,7.636558244435972 51.92434865429551,7.63625850506744 51.92439262718062,7.635904245590456 51.92440697466124,7.635386101420162 51.92434298728296,7.634153367367994 51.924086214935954,7.633539296230093 51.92395257962113,7.63282279295148 51.92382302309965,7.632363520471068 51.92378606352691,7.631835415956063 51.92372887820375,7.632028090302836 51.92334073198216,7.632522906071936 51.922343884628276,7.632819172978776 51.92173768370772,7.632912753933745 51.921546202916815,7.633025618819847 51.92131526030378,7.632585561818812 51.92122378143924,7.632272232095364 51.92115825086078,7.632262633632961 51.92115559646696,7.632119195257471 51.92111351991908,7.632025188142052 51.921037194728044,7.631972202244414 51.920945671962286,7.631968266653243 51.920947651145575,7.631767494105915 51.9210485967448,7.631673599411478 51.921095804924825,7.631610660264542 51.92112272981748,7.631545188318373 51.92115073839886,7.631277222133951 51.921175681884776,7.63127573171076 51.921175821007445,7.63126124788234 51.92124461614254,7.63123425664345 51.92137282677959,7.63108523281004 51.921772340587225,7.630894897878783 51.92219645146942,7.63073382292344 51.92254577867212,7.630194711710818 51.92371492069867,7.629900521327524 51.92371055680556,7.629216643472398 51.9237004107081,7.6280397712713945 51.92372119299535,7.626728062600961 51.92378833584416,7.626434149872193 51.92379625816767,7.626097464768017 51.9238053331488,7.6260955890119675 51.92380741980456,7.62543043440971 51.92454705639121,7.625030226189148 51.92517283872195,7.624699775840463 51.92587836926356,7.6288950371727875 51.92671009115584,7.628232210311387 51.928251196466924,7.627860001865099 51.92913091487111,7.627137950864216 51.930835087007054,7.626472211061794 51.932469387167565,7.626308358048313 51.93287914737391,7.627856794967538 51.933555238853735,7.627827943895984 51.933177537139386,7.627844009029315 51.93281595327466,7.6278812920166885 51.932420309880705,7.628004776931585 51.93184478566543,7.628155855686986 51.9313569064826,7.628360201993298 51.93085359228944,7.6292093575730675 51.9291213357615,7.62950926759231 51.92850949323131,7.62997299853387 51.92753790778607,7.6307699375585925 51.925916624022044))"
175,Gremmendorf,"POLYGON ((7.655114932209388 51.92414945308584,7.655275267735547 51.924365456634554,7.65576525700893 51.92449796575661,7.657224187339334 51.924835860629635,7.657499226328535 51.92486279183159,7.657630112702319 51.92499120018938,7.658902156092163 51.92535867497385,7.6602235620727965 51.92363651255595,7.661124621023767 51.92245689393139,7.660122944973944 51.922274962700165,7.657156584676188 51.921939764185794,7.6569840434870455 51.92191796614804,7.656785051430803 51.922137805684365,7.656537741686615 51.9224721138749,7.65892669298794 51.923026830218824,7.658785063974738 51.92325922443958,7.658051097604624 51.924210688756276,7.655723476210465 51.923533703416375,7.655417490467784 51.92389906886187,7.655114932209388 51.92414945308584))"
230,Wolbeck,"POLYGON ((7.723991266183293 51.92555668050273,7.72445994053892 51.925653897429584,7.724935253020428 51.925704980135365,7.725381239540951 51.92569832386464,7.726075251884888 51.9256790370144,7.726471179991359 51.925690975233124,7.726520783948206 51.92546948408601,7.72655484844952 51.92514063858397,7.726574456638159 51.924666170486155,7.726583201224442 51.924137991255975,7.727128639013381 51.92411709165474,7.727339299755005 51.92411171239713,7.727268567974824 51.92376642256368,7.727210001426679 51.92342891966991,7.727491230306632 51.923336256547735,7.727704697894796 51.923231377122306,7.727882649939784 51.92306869306983,7.728125304225877 51.92280717806842,7.72836733825063 51.922786824209716,7.728252766480021 51.922678400084216,7.728094004076633 51.92260012461805,7.727316824121857 51.92227782655262,7.728099290294846 51.9215359792587,7.728341597500498 51.92130739809133,7.7276251899079185 51.92135068472175,7.726520579195496 51.92134157949541,7.726449186757762 51.92224507867146,7.726476365538614 51.92225671207007,7.7264493799655165 51.92256256722473,7.726416335286353 51.92259622761155,7.7255683545321014 51.92258988840053,7.725557104487908 51.92266346899675,7.725409878611154 51.92268171832978,7.7254148184999565 51.92315516826901,7.725454408577508 51.923538281571986,7.7258170676047575 51.92368394104178,7.724466655723 51.92499371486678,7.723991266183293 51.92555668050273))"
500,Hiltrup,"POLYGON ((7.638869372534939 51.902347639333506,7.637914572526441 51.90356110709017,7.637035051082553 51.90456534049933,7.638163226810902 51.90428949546835,7.638860912588622 51.90420892086697,7.640463087221602 51.904053427948426,7.6409498371628235 51.90392773099908,7.64161013231396 51.904140914265106,7.642570472028172 51.904307766348936,7.6441240040871925 51.904488859515475,7.6466456887971335 51.9047774954825,7.648001781261643 51.90494514015459,7.649942307712555 51.905219611487425,7.65112848151398 51.90545574202959,7.651377125002679 51.90516187478888,7.65162886238948 51.9052222281025,7.653628063658893 51.9057205223743,7.6538718058671735 51.90533896081178,7.654264442273139 51.904614361756906,7.653453593978169 51.904456316054926,7.652480040412662 51.904256090153126,7.651615227982405 51.90415007904011,7.651631299568753 51.90408177882242,7.650914353183097 51.90399568018231,7.65074008211162 51.90460936445054,7.649427504322479 51.90439032728256,7.647277117911547 51.904117145945506,7.645358847882769 51.90390222907686,7.642323644230908 51.90354459278778,7.641609854221777 51.90335462400854,7.641173416592443 51.903201522365656,7.638869372534939 51.902347639333506))"
370,Hiltrup,"POLYGON ((7.638900612375671 51.90148807735444,7.638757711214528 51.90147639413074,7.638358192451006 51.901350310025464,7.637734508442382 51.90214411300608,7.636967608840855 51.9031102498457,7.635754304463821 51.90461613022647,7.635160789438304 51.90526117953567,7.634597091126917 51.90573823350858,7.634028339809276 51.90621828782176,7.633748119263033 51.9064843788091,7.633451849244399 51.90679007197781,7.6331804006412325 51.90709299102105,7.632884810599217 51.90704977184981,7.632079810786368 51.90699757625849,7.6317537078613 51.90763347257997,7.63174869088131 51.907798690877726,7.631359499064544 51.90855628095948,7.631549811428279 51.90861316373013,7.631271336246549 51.90904933023519,7.631831996160403 51.9091466543283,7.63223248012099 51.90921575051332,7.6328236511384295 51.9092852093931,7.632863097597645 51.90890735595218,7.633015278775306 51.90838649872989,7.633183771948574 51.90803998575284,7.633429478890284 51.90759673721947,7.633685183738141 51.9072266951512,7.633769017967517 51.90714953770585,7.634314930204019 51.907249209128814,7.634820611110773 51.90673579360347,7.6352211849184 51.906425393777575,7.635613348975016 51.90612138261212,7.636208149602419 51.90558331136413,7.636748048668112 51.90492970146305,7.637035051082553 51.90456534049933,7.637914572526441 51.90356110709017,7.638869372534939 51.902347639333506,7.639443014396283 51.90162875886922,7.639038286437166 51.90149933308878,7.638900612375671 51.90148807735444))"
490,Geist,"POLYGON ((7.631169467854554 51.942471489331204,7.630418799353586 51.942279721977414,7.628518419872354 51.941816561728025,7.629066483823884 51.940949977527765,7.629171358911979 51.94073828075265,7.62947536469026 51.939804975406766,7.6296282893725165 51.93930791433134,7.629411273975149 51.93932363901192,7.629184883716347 51.93932404651354,7.628880986358592 51.939284008152335,7.628499766911974 51.93919744351405,7.6283350243210934 51.939435819975465,7.628220321195779 51.939808614022915,7.62805141937628 51.9403450261505,7.627948021981242 51.94058968375001,7.627276991046924 51.940464221597786,7.627339104309197 51.94031878276851,7.62696413873115 51.940253099135134,7.626476578038228 51.941393192322764,7.626261551490325 51.94180245921423,7.626416935864983 51.94197761736658,7.62802145702613 51.94229744269505,7.627520025774101 51.94276306637186,7.6273611130459 51.94297109238774,7.627991146752031 51.943130518583075,7.6292122336716 51.9434367393573,7.62945062622968 51.94352772331781,7.630569359050792 51.94396353175346,7.631456625259961 51.94391909268172,7.631336337383429 51.943342815200346,7.631169467854554 51.942471489331204))"
190,Gremmendorf,"POLYGON ((7.659630571060601 51.934441762791366,7.6578560785235 51.935700310922535,7.654920476714035 51.937637821959115,7.657784189445864 51.93893741563132,7.657970022898637 51.93881370448552,7.658728172583299 51.93842057651281,7.660070716467258 51.9377387749292,7.662242954957462 51.936614220388556,7.662540402298631 51.93644882819944,7.662615105742326 51.93634118022647,7.6626109946334795 51.93626076442658,7.662555015785034 51.93617574004762,7.662472562782783 51.93610648918121,7.6621468664584285 51.93590990099675,7.661393059426484 51.935463316702,7.660466673822652 51.934918321082584,7.659630571060601 51.934441762791366))"
870,Zentrum,"POLYGON ((7.612575417503643 51.971243133026015,7.612345316822125 51.971230006462676,7.611371920459828 51.97143730000997,7.611449544425826 51.97110833836112,7.611482911103368 51.970573984785176,7.611530503162571 51.97030717156428,7.611263848176913 51.97011450465709,7.60974855085837 51.97120981466473,7.608068229298756 51.972422503321276,7.60653769775452 51.973487391100875,7.606051859113684 51.9737702577479,7.605705666742528 51.97395948270034,7.606467543748967 51.97450589512781,7.60700628058657 51.97418240345096,7.60756209628714 51.97434704782802,7.608036398899548 51.9741144592144,7.6081928410760815 51.97388962305766,7.608518615724356 51.97370587093383,7.60912602801852 51.973787034190046,7.609289131631603 51.973795686442465,7.609457785429627 51.97380104024269,7.61004643851338 51.973784442242945,7.6100551167623465 51.97420831770013,7.611806881548655 51.974265965643596,7.612358398582864 51.9742792155439,7.612469381320783 51.972706414927124,7.612575417503643 51.971243133026015))"
490,Geist,"POLYGON ((7.61200398979615 51.943975652235295,7.612564008901182 51.9446960302447,7.612835347524319 51.94464657090321,7.613982698458885 51.94427978349367,7.614601255640945 51.94417589803607,7.614628566078603 51.944211322935274,7.614698645078486 51.94424140115195,7.61489801066296 51.94422326767605,7.6150867790101096 51.94485736039569,7.615044192512203 51.945924548359,7.616064515095719 51.946011720931175,7.616556664928699 51.94521418368126,7.616167429629291 51.945113335802255,7.6165336209757815 51.94460248468412,7.616794746355063 51.944202313660256,7.616164750719689 51.944010382340885,7.616028662601186 51.9439404385738,7.6157950102567815 51.943626722461495,7.6157487658896645 51.94333229483768,7.615245668087525 51.94332979910047,7.614692084751831 51.943350627654546,7.6142373671151296 51.94339312030892,7.613748429428657 51.94346938109587,7.613284807819376 51.943578265855045,7.61200398979615 51.943975652235295))"
1250,Zentrum,"POLYGON ((7.6363625479905615 51.95924058247335,7.635000571050344 51.95972684931028,7.6349100316858065 51.959255142460236,7.633991628553644 51.95956974914001,7.633719075853159 51.95939927472246,7.633638166510285 51.95944293516188,7.6328689626366035 51.95985801247948,7.634010673442764 51.96076826247128,7.634159986881763 51.961006043937054,7.634221899478557 51.96159917304079,7.634265101165868 51.96204639992999,7.635360814911014 51.96201998509408,7.635361984770412 51.9622508955756,7.635799643680297 51.96222503536399,7.636420035324965 51.96217598665914,7.63659247919404 51.962192038512875,7.636922657663561 51.9621087075037,7.637000796137414 51.96223330991899,7.637233399588342 51.96221631977868,7.637244236304375 51.962309218113205,7.637348821414065 51.962462238711005,7.63748185490922 51.96242722915536,7.63747713485721 51.96258307134168,7.638359109127531 51.96256973103893,7.638363695920905 51.962697908445755,7.639168420808385 51.96268105659018,7.638664175448556 51.962218455519945,7.638407964094732 51.96190277485111,7.6377206902957875 51.961195127790596,7.637506519045694 51.960954207718295,7.637088060893669 51.96035521014091,7.636470952789473 51.95942164995112,7.6363625479905615 51.95924058247335))"
360,Hiltrup,"POLYGON ((7.651840285358436 51.90345691054629,7.651631299568753 51.90408177882242,7.651615227982405 51.90415007904011,7.652480040412662 51.904256090153126,7.653453593978169 51.904456316054926,7.654264442273139 51.904614361756906,7.654573729496747 51.90404356272595,7.653242896435605 51.903748572879145,7.652339103542001 51.90354889769762,7.651840285358436 51.90345691054629))"
240,Hiltrup,"POLYGON ((7.632774266259659 51.91147736018287,7.632909215791363 51.91316500793488,7.632929068438571 51.91347562488168,7.633354447874725 51.9135761300789,7.634027308385428 51.913720908732984,7.634489959506459 51.913825039846344,7.634798544447869 51.91386859340325,7.63541857189082 51.91401180434165,7.635623251804155 51.91367012717246,7.635649632242763 51.91367473643093,7.636254020526475 51.91220316368898,7.636036031229289 51.91215654122592,7.6340038740499585 51.91172188317622,7.632774266259659 51.91147736018287))"
2000,Zentrum,"POLYGON ((7.633077000597747 51.955563656609044,7.633584204084386 51.955466830272755,7.633641708819546 51.95558047942531,7.634266380904641 51.9554473510384,7.634224663681435 51.955361274777374,7.6341522353947235 51.95537413058666,7.6337802404177735 51.95466795384832,7.633614446027844 51.95447087875383,7.633647722128537 51.95410492751131,7.633498162080933 51.95410319253213,7.633548421388318 51.95366985274165,7.633320421935738 51.953517650880485,7.6330924049932305 51.95365102204121,7.632904792688055 51.953758576691214,7.632712867828844 51.9538787510825,7.632608791385582 51.95389705057156,7.631741352878805 51.9540577208785,7.631460540707245 51.954141510402266,7.631590816304651 51.954324136194515,7.632328501765219 51.95521259707084,7.632790245338526 51.95574283286495,7.633077000597747 51.955563656609044))"
750,Hafen,"POLYGON ((7.645934215804355 51.953484322697285,7.645635385507409 51.95332318915696,7.645230753791952 51.95207135353607,7.643249117619669 51.95232334861304,7.643368143418127 51.9526715384247,7.6433346757428415 51.95288301635119,7.64391112328048 51.95290857347094,7.643913685665477 51.953164937383484,7.644273863551481 51.95327288865701,7.644604822250231 51.95355421627108,7.644774663917084 51.953607013800664,7.645125046350379 51.95392669611471,7.645548943034424 51.95373761435607,7.645934215804355 51.953484322697285))"
690,Zentrum,"POLYGON ((7.611927251461858 51.9691104019716,7.6114719908697746 51.96928907493005,7.611469096791264 51.969382793928354,7.611201429147623 51.96949422922286,7.611250399092841 51.96954689088818,7.611039572437866 51.969638160796976,7.6108037981967245 51.96980900063221,7.610571347705459 51.96987223490917,7.610653928033867 51.969928766901745,7.609943507072542 51.97017734420275,7.609715812730401 51.97026841262139,7.609993308992328 51.97056683942273,7.609120645811589 51.97078919108034,7.609185400705399 51.97087676487101,7.609262041298066 51.97094364448381,7.60870984948986 51.97134686734062,7.608534233942372 51.97138993465239,7.608355397819683 51.97141354709332,7.60846010505187 51.97154931569389,7.607916756897611 51.971862410073676,7.607774153309034 51.97171946626808,7.607487698511221 51.97182247965829,7.608068229298756 51.972422503321276,7.60974855085837 51.97120981466473,7.611263848176913 51.97011450465709,7.611899191294085 51.96965523514282,7.612215565345329 51.96942283956809,7.611927251461858 51.9691104019716))"
940,Zentrum,"POLYGON ((7.615502713526439 51.96706033423655,7.6145010175364485 51.966408092883306,7.6135560753338645 51.966851126640435,7.613480408132228 51.966859552747756,7.613397434515828 51.967226794114055,7.614289971488224 51.96723534614231,7.613896283802598 51.96751398208102,7.613537119336978 51.96776818114014,7.612810739859393 51.96835340912157,7.6126842160459045 51.968445674238716,7.6124815862886255 51.96845370607463,7.612528787660935 51.96874594209745,7.612089484897764 51.96877201952965,7.612176186739256 51.96887721234674,7.611894818147177 51.96906835235524,7.611927251461858 51.9691104019716,7.612215565345329 51.96942283956809,7.612577858777646 51.969159732905624,7.613027117687623 51.969175439067534,7.613425211889284 51.96902734007012,7.613608362040358 51.968921850652684,7.613652569653658 51.9689466782702,7.613789798891544 51.96887190011328,7.613916321673723 51.96877963380687,7.61397706814474 51.9688150728111,7.614103590383793 51.96872280629866,7.614037116780181 51.96869077341458,7.614273087063384 51.968512984321265,7.614395115329097 51.96856650538014,7.614631083546832 51.96838871555074,7.614492518125468 51.96832458422499,7.615114622503239 51.967838818683695,7.615201161156668 51.96776691523157,7.615539129973771 51.96756254443924,7.6151384159546245 51.96725867297327,7.615502713526439 51.96706033423655))"
870,Zentrum,"POLYGON ((7.617831324272716 51.951032327409166,7.618063920865535 51.95134585563125,7.617497405118537 51.95151610696284,7.617462345288181 51.951676303361495,7.617838387616826 51.95218814967479,7.618059919846912 51.95221169912292,7.618387246656416 51.9522248518811,7.618375182502937 51.95261808273353,7.618695200368616 51.95262416412438,7.6187090868648895 51.95290829886599,7.618885832818059 51.95316408556289,7.619085710827964 51.953648250818276,7.619400750664399 51.95430833830089,7.619381065564678 51.954336040025915,7.619422902455231 51.954445929400656,7.619169018740839 51.95449416205848,7.619373053544756 51.95485840790032,7.619284816881018 51.95491277247702,7.619387383999004 51.95499611767625,7.619329993621232 51.95505275384447,7.619169498406389 51.955144478233585,7.619665018139807 51.95552088181428,7.6193812460196355 51.956251072627566,7.620045238994777 51.956331678936984,7.620237406844423 51.95612664311905,7.62032597758609 51.95597933055914,7.619919074229252 51.955862408515266,7.620092463883335 51.955596568848016,7.620452387047564 51.95505061745355,7.620377929315332 51.954629360911596,7.620312223933348 51.954437724201206,7.620285845249902 51.95394628286008,7.62025282215238 51.95379459867672,7.62036246041915 51.953781916826244,7.620269695928585 51.95348987505184,7.6201186616322545 51.95325534241255,7.620029167356319 51.9529796325206,7.620079049813514 51.952949957602776,7.62003608528147 51.952753932241,7.620090389212553 51.95257999486845,7.620158471698336 51.952448116483964,7.619704954317897 51.952372974450995,7.619609043108378 51.952306677466055,7.619204948322568 51.95176247871032,7.6186500958185945 51.9510170782238,7.618401403839842 51.95097763126956,7.6181140324851135 51.95097259852426,7.617831324272716 51.951032327409166))"
1400,Zentrum,"POLYGON ((7.623936453950467 51.949592658267015,7.624318057789385 51.95075470122084,7.624930211573105 51.95265173654859,7.625492911242796 51.95435324527507,7.624839827395731 51.9544460651894,7.624872881244829 51.95452805948277,7.624296255994184 51.954612353385826,7.624423017059612 51.954786467029514,7.624508288873836 51.954988343957645,7.624565292377903 51.95532564466172,7.624581718953088 51.955619312262165,7.624596899045767 51.955870592146624,7.6250029812007325 51.95588160903609,7.625064202162984 51.9564551512407,7.625237637056723 51.95643206472613,7.625482506223462 51.95639882508734,7.6267902383522825 51.95623992293652,7.627055571338107 51.95611241743812,7.6272928842460885 51.955809307816864,7.62770671398668 51.95581586223457,7.627788345656563 51.955817154507685,7.627932332066365 51.955837893146615,7.628015539300092 51.955533391509114,7.628103314880105 51.95551389454986,7.628117405743195 51.95546019430236,7.627864245660916 51.95518536094571,7.627839248365184 51.954779806250436,7.627510936081477 51.95479137204039,7.627450324757137 51.95460085895992,7.6269717891960624 51.95459956707731,7.626770792217922 51.95462707592397,7.626597382816885 51.95408986754133,7.626086477276796 51.95254909018028,7.625539090168095 51.95088143002235,7.625175753500933 51.94974069895426,7.6245951826881555 51.9497526695028,7.624528387481621 51.94958082733398,7.623936453950467 51.949592658267015))"
1150,Zentrum,"POLYGON ((7.639247360133747 51.96210117205925,7.640111946582614 51.96208134604687,7.641330996588079 51.96208727358515,7.6420972359883645 51.962128629770234,7.642520858243523 51.9621877072837,7.6433140263520105 51.962354003365796,7.643635919784045 51.96244170641409,7.643935482838511 51.96254269815847,7.644519427016841 51.96281223662242,7.645595278000155 51.96335024242074,7.6464186626469 51.96382572341986,7.646866327645889 51.964107221920564,7.647552057780409 51.964348106741596,7.647919549056254 51.963647918982275,7.647590085776197 51.963519502285266,7.647206316407234 51.96330105256913,7.646814436678083 51.963060833173024,7.645597012391604 51.962418251487534,7.6449448019371085 51.96208561537312,7.644665690255433 51.9620336303639,7.644731521796508 51.96159547390564,7.644774128545169 51.96120039866075,7.643332711021508 51.961443876333696,7.64241592634382 51.9615958575121,7.6424259492039655 51.961409030947806,7.641019557322614 51.96136300416207,7.6397694270253105 51.961370261020654,7.638584571202185 51.96139451446893,7.639247360133747 51.96210117205925))"
810,Mauritz,"POLYGON ((7.650544952601071 51.96440309654966,7.649918887329527 51.964224471788825,7.649041278751284 51.963975075514966,7.648088664133064 51.96371217551433,7.647919549056254 51.963647918982275,7.647552057780409 51.964348106741596,7.65053571577169 51.96519474698064,7.6516010828126655 51.965514711166826,7.651892071980676 51.965657676668336,7.652793501981143 51.96621513275843,7.653605348896927 51.96668321671673,7.654003977874158 51.96679817152492,7.654566722299882 51.96695904129337,7.654893794016139 51.96704480505565,7.6551141096586015 51.96710257516104,7.655301389838999 51.96707774475277,7.655279138763801 51.96700118428583,7.655227721258002 51.96689420119667,7.656605345000468 51.967187578143665,7.656892029393897 51.96723026521729,7.6574112670570775 51.96731676080823,7.657587178696044 51.96734475856247,7.657750934078693 51.96735701974468,7.657889680620508 51.96736119811913,7.658024221651261 51.967365329296946,7.658162358218876 51.96739032044833,7.658349995911279 51.967018595118184,7.658039036214861 51.9669996541855,7.656621347069317 51.96673486899326,7.6565710875558874 51.96669016925836,7.656593118640145 51.96661687471213,7.655140545517748 51.966350260975545,7.654754582696839 51.9662502495063,7.654244004244899 51.96607036524377,7.6533245059355695 51.96558285628835,7.652805373874938 51.965200758103045,7.6523053904654486 51.964949964520095,7.6520684689625185 51.9648503651179,7.651282042729425 51.96461339133368,7.650544952601071 51.96440309654966))"
1000,Zentrum,"POLYGON ((7.643153676663693 51.95678027119755,7.644061795695507 51.95642926479791,7.644922283053988 51.95611119342723,7.645501302236979 51.95593698447504,7.64600451210801 51.955817369302935,7.646546303252806 51.95571266306099,7.646440112453659 51.955479931186346,7.646392086122349 51.95525992573756,7.646280834527857 51.955015973299,7.645480453059201 51.95516658102428,7.64502342155996 51.955279337002935,7.644488957729551 51.95545266649148,7.643362696900548 51.95585274583324,7.642271473964191 51.956277805253784,7.642580369599093 51.95659114770544,7.642709791114071 51.9566541039184,7.643153676663693 51.95678027119755))"
700,Mauritz,"POLYGON ((7.65261048430517 51.95507088716144,7.652588355792159 51.954823205110564,7.651576752399191 51.954880636463834,7.651568395132302 51.95469363454232,7.651550645483133 51.954509400558166,7.650007408566926 51.9546038599301,7.648001857394308 51.95475050488125,7.64735250824007 51.95483218813668,7.646280834527857 51.955015973299,7.646392086122349 51.95525992573756,7.646440112453659 51.955479931186346,7.646546303252806 51.95571266306099,7.647662174114604 51.95552298108268,7.6481292235878096 51.95546795904828,7.648591187339301 51.95542725349841,7.650092763053998 51.95532658474218,7.6526197300425896 51.95517437146483,7.65261048430517 51.95507088716144))"
1250,Zentrum,"POLYGON ((7.637148301146343 51.95937394504694,7.638816705809155 51.95872247590836,7.639524948946695 51.95840750388386,7.639861725908134 51.95824258169244,7.640884404063405 51.957726248818204,7.642019994599409 51.95721844422437,7.643153676663693 51.95678027119755,7.642709791114071 51.9566541039184,7.642580369599093 51.95659114770544,7.642271473964191 51.956277805253784,7.641003194918231 51.956767195278935,7.640369834465422 51.95707293433354,7.639016604821834 51.957732888626985,7.6380931518879525 51.9581894151365,7.636860169510536 51.958650593702494,7.636943204389975 51.959021659616,7.637148301146343 51.95937394504694))"
1000,Geist,"POLYGON ((7.622297064323707 51.94525129594209,7.6219964164613545 51.94522660161928,7.621758275206434 51.94581153950496,7.621810000678033 51.94592041011582,7.621908275167918 51.94598033372094,7.622132303252893 51.9460200745824,7.622417415085646 51.946026503592186,7.622450464642726 51.94592790471466,7.62294553998356 51.94594297549895,7.622949803823126 51.946478305341046,7.623200296187979 51.94724515150126,7.623501321460342 51.94821699077021,7.623720197209707 51.94892565756845,7.623936453950467 51.949592658267015,7.624528387481621 51.94958082733398,7.6245951826881555 51.9497526695028,7.625175753500933 51.94974069895426,7.624867120304127 51.94878627151367,7.6246718502299595 51.94817905053811,7.6243619148863795 51.94716994951968,7.623910544440856 51.94707176601614,7.62372392579002 51.946510066615254,7.624115987931034 51.946460865952396,7.623932867879618 51.94573798631573,7.623909697121192 51.94533274086779,7.622589529320499 51.94527448295739,7.622297064323707 51.94525129594209))"
780,Geist,"POLYGON ((7.623505736264073 51.94076314132337,7.623371033340843 51.94106389391494,7.62311882127743 51.94208530474481,7.622977653900537 51.94251848695416,7.622644414288358 51.94409114315454,7.622530878802839 51.944749883856446,7.622411191331239 51.94500556668069,7.622297064323707 51.94525129594209,7.622589529320499 51.94527448295739,7.623909697121192 51.94533274086779,7.62389013651603 51.9442289536287,7.624200834203703 51.94278313777049,7.62464380087111 51.940939727057646,7.623505736264073 51.94076314132337))"
65,Nienberge,"POLYGON ((7.552618836890074 51.99936315131947,7.550729727549538 51.99964329274639,7.550370410268986 51.999724103356826,7.5491843407323405 52.00010724965999,7.547517612506734 52.000645450974226,7.546685157034532 52.00100451825258,7.546183242302821 52.00123950950188,7.543303715813896 52.00266216821484,7.541601362920423 52.00352484824177,7.5409777657484165 52.00380038620497,7.540606271243328 52.003960202276104,7.540303938196651 52.00404123526964,7.539994366246215 52.00408878004568,7.539610483484983 52.00411742109634,7.539089042351207 52.00415206145345,7.53865897125752 52.00419297106107,7.538412394096244 52.0042233108735,7.538135940114601 52.004276399591724,7.5378082149457 52.004369956516086,7.5374578120192295 52.00450340655644,7.536130294094071 52.00495150334611,7.537704069503821 52.00673051726752,7.543231803569181 52.004660771753095,7.546383288271475 52.00348414357133,7.549866030418705 52.0021943180692,7.551969610951422 52.001414841402834,7.553704614243965 52.00078403204349,7.553055715370501 52.00013821471998,7.552865734035135 52.00012162872921,7.552618836890074 51.99936315131947))"
