BRW,ORTST,WKT
390,Hiltrup,"POLYGON ((7.682966439237576 51.90609952357584,7.683222107304333 51.90549851677651,7.6827406333084705 51.90537883346629,7.682477594059602 51.905314649269584,7.681900292028666 51.905107913937144,7.681256701082457 51.90488057211101,7.681298569664539 51.90482145528483,7.680795027313157 51.90475583443929,7.680469386522721 51.904712987013895,7.680351808973097 51.90504468502964,7.680666927414391 51.90508043996119,7.680938224624743 51.9051036666165,7.680562710838833 51.90585313518257,7.681538988942056 51.905956787571505,7.681519307793223 51.90601748113204,7.682966439237576 51.90609952357584))"
400,Kinderhaus,"POLYGON ((7.603318713223854 51.98708583466324,7.60266535272589 51.987188741047646,7.601727969630394 51.987311434179766,7.600243920287839 51.9874559334282,7.600375803020418 51.988039051258276,7.60050167706937 51.98857718431269,7.600196899814543 51.9888901605499,7.598380968296314 51.988892435049294,7.597992661362044 51.9889550386648,7.598302408448842 51.98934685198062,7.597768414938531 51.989525273616245,7.597374966787503 51.989096190688294,7.5970714887461135 51.988930901822336,7.596588309207616 51.98882987570504,7.596006155877529 51.988753652552205,7.594534690981845 51.98855423026873,7.593868474035615 51.98922186232733,7.593349885781883 51.98965451175848,7.59265533995465 51.990180333350686,7.592449176174871 51.990342435967094,7.5925024694916345 51.990432571082856,7.594835218414793 51.99135539975861,7.595948137273854 51.99177733477081,7.59656232743329 51.99203433057398,7.597153496309391 51.99233138260923,7.597390978060289 51.9924974612992,7.59775716177323 51.99282640411712,7.598344754320512 51.99323864492972,7.598646899209392 51.9934266173121,7.598965203403448 51.99339583079513,7.599153174859557 51.99365350787103,7.599393184764429 51.993838819482036,7.599542001124867 51.993908653067265,7.6002315779522895 51.99420952285076,7.600861684477215 51.9945368384969,7.601211815728107 51.99473433079581,7.602418123508016 51.993683304555574,7.603477259511542 51.993526357978304,7.603491667692567 51.99363893476957,7.603922401857967 51.993647732709384,7.604100462744147 51.99408220588448,7.605559746545803 51.993933186492676,7.605251555204768 51.99349564502412,7.605077831328924 51.99330988705989,7.604543332045505 51.992877839864555,7.604263100826599 51.992623755535604,7.604154943156156 51.99245626907776,7.604074574072398 51.992306606882295,7.604007677457425 51.99228963081581,7.603303330489971 51.99219702898501,7.603230025088306 51.99216041610987,7.60318637347749 51.992101174142554,7.603201155362998 51.99202475260258,7.603300438559724 51.99175784154865,7.603334060010205 51.99160760017306,7.603272585859053 51.991323464383086,7.603281796524041 51.991160167198586,7.603344515863351 51.99100516456961,7.603426238286172 51.990904004267385,7.603557648845505 51.9908008785927,7.60377538808323 51.99058132872716,7.603874834326251 51.99044208025685,7.603971398141977 51.99012917751669,7.603916531262268 51.9899179910891,7.6038377680425695 51.9896738358978,7.603718965255302 51.98950250737951,7.603680050633114 51.98936544262746,7.603682843629591 51.98927551640636,7.603620694124013 51.98919148563719,7.6035042897924185 51.9891168065515,7.603420045368849 51.98904917242996,7.603407172128998 51.988942402546606,7.6034432648245 51.98882288597837,7.60349149081869 51.98866019795642,7.60352673794852 51.98839407197363,7.603526515984805 51.9882274789121,7.603498701568121 51.98808054971011,7.603440796552137 51.98785996486664,7.603341414328557 51.98742834388076,7.603318713223854 51.98708583466324))"
400,Kinderhaus,"POLYGON ((7.6095621053894495 51.99186548080988,7.609625217510848 51.9918634781019,7.610097918574155 51.99367463283265,7.6098552880071155 51.99369954953668,7.609457475531599 51.99371686813546,7.607856664417016 51.99379774293509,7.608099671022528 51.99484271906812,7.608398532122178 51.99543751273533,7.608085292021642 51.995500330906225,7.607798047423294 51.99549693745465,7.607787371626031 51.995648323392516,7.607519566744247 51.995597119619475,7.607368962349776 51.995820760169984,7.6073764664654675 51.99596496904534,7.606669857345708 51.99597139989378,7.605772093188509 51.99596447792808,7.605730367999556 51.99634461212862,7.6057176455637725 51.99675465225607,7.605837128557074 51.9969556165219,7.605870972251212 51.99702253434541,7.605893466630169 51.99715811437725,7.606665601736156 51.99722413541436,7.607375142892595 51.99732733782001,7.608462446073393 51.99753360726152,7.608513499176399 51.99767074613291,7.608760087466867 51.99804154795796,7.608933910117105 51.99838114763546,7.609081247916751 51.9985838986042,7.61058979337419 51.99868133634579,7.612202761570551 51.99877998344472,7.61215994080073 51.999371137554334,7.612180883534004 51.99948895664039,7.61233157669022 51.999782766672105,7.612384984654508 51.999844077504704,7.612698929671652 52.000223246927284,7.612605036841734 52.00027903162361,7.612971180594015 52.00068622422888,7.613133080634484 52.00086853899395,7.614137803925125 52.00199991767634,7.614326727009316 52.00191785067761,7.614524151684378 52.00184275565856,7.615315082490872 52.00180330471497,7.616097751440746 52.00082618131264,7.6162896982155095 52.00058154370628,7.6161141210558565 52.00056579828209,7.615094786755277 52.00051951994206,7.615159241360427 52.00006801517342,7.6147505615288855 52.00004761856946,7.6145003759833365 51.998984202697564,7.614196301783216 51.99770181894875,7.615281819497031 51.99773016664942,7.615397227639136 51.99775647427871,7.615450331818749 51.99767288330895,7.6155446755107326 51.99762277625695,7.615393792742939 51.99602046690552,7.6149628887937855 51.99462932088288,7.614730918856039 51.99389710851791,7.61450830979691 51.993254788648066,7.615321027799577 51.99321192604175,7.615158595261914 51.99260401719942,7.615031732919313 51.99200970896136,7.614926002533444 51.99101621319876,7.614869615335664 51.99081374871133,7.61486774827409 51.990747717578046,7.614330368916021 51.9907443648716,7.613919614637029 51.99071612954638,7.613302506100013 51.99070552880955,7.611650496246556 51.99083372405174,7.611591324517214 51.99060075522857,7.611446853934541 51.990049004588826,7.611301903296001 51.98917558306245,7.608540094264722 51.98935852537481,7.608627173421001 51.989575068813934,7.60857737480605 51.990510528851146,7.608837194982274 51.99053289618381,7.610112607121976 51.99039997715994,7.610360514548682 51.99131321507444,7.609451061055022 51.99140542229177,7.6095621053894495 51.99186548080988))"
360,Kinderhaus,"POLYGON ((7.604074574072398 51.992306606882295,7.604154943156156 51.99245626907776,7.604263100826599 51.992623755535604,7.604543332045505 51.992877839864555,7.605077831328924 51.99330988705989,7.605251555204768 51.99349564502412,7.605559746545803 51.993933186492676,7.607305563800872 51.993809709354295,7.607856664417016 51.99379774293509,7.609457475531599 51.99371686813546,7.6098552880071155 51.99369954953668,7.610097918574155 51.99367463283265,7.609625217510848 51.9918634781019,7.6095621053894495 51.99186548080988,7.608854483481995 51.99188793646528,7.608735543503907 51.99192166881556,7.608210366422734 51.99194558615467,7.60815062272037 51.992168250546506,7.607504534492383 51.99215810782843,7.606869783701308 51.99217570442126,7.606293129086384 51.992209445319006,7.605389878635123 51.992262590163264,7.6044713531402355 51.99227469638606,7.604074574072398 51.992306606882295))"
400,Kinderhaus,"POLYGON ((7.603318713223854 51.98708583466324,7.603341414328557 51.98742834388076,7.603440796552137 51.98785996486664,7.603498701568121 51.98808054971011,7.603526515984805 51.9882274789121,7.60352673794852 51.98839407197363,7.60349149081869 51.98866019795642,7.6034432648245 51.98882288597837,7.603407172128998 51.988942402546606,7.603420045368849 51.98904917242996,7.6035042897924185 51.9891168065515,7.603620694124013 51.98919148563719,7.603682843629591 51.98927551640636,7.603680050633114 51.98936544262746,7.603718965255302 51.98950250737951,7.6038377680425695 51.9896738358978,7.603916531262268 51.9899179910891,7.603971398141977 51.99012917751669,7.603874834326251 51.99044208025685,7.60377538808323 51.99058132872716,7.603557648845505 51.9908008785927,7.603426238286172 51.990904004267385,7.603344515863351 51.99100516456961,7.603281796524041 51.991160167198586,7.603272585859053 51.991323464383086,7.603334060010205 51.99160760017306,7.603300438559724 51.99175784154865,7.603201155362998 51.99202475260258,7.60318637347749 51.992101174142554,7.603230025088306 51.99216041610987,7.603303330489971 51.99219702898501,7.604007677457425 51.99228963081581,7.604074574072398 51.992306606882295,7.6044713531402355 51.99227469638606,7.605389878635123 51.992262590163264,7.606293129086384 51.992209445319006,7.606869783701308 51.99217570442126,7.607504534492383 51.99215810782843,7.60815062272037 51.992168250546506,7.608210366422734 51.99194558615467,7.608735543503907 51.99192166881556,7.608854483481995 51.99188793646528,7.6095621053894495 51.99186548080988,7.609451061055022 51.99140542229177,7.610360514548682 51.99131321507444,7.610112607121976 51.99039997715994,7.608837194982274 51.99053289618381,7.60857737480605 51.990510528851146,7.608627173421001 51.989575068813934,7.608540094264722 51.98935852537481,7.608482970406018 51.98918415041911,7.608157852714777 51.98807378135839,7.607950003640619 51.987382962441316,7.60782156580045 51.98715627965398,7.6075149027622135 51.98662834007914,7.604590703254197 51.986844649087274,7.603318713223854 51.98708583466324))"
270,Coerde,"POLYGON ((7.640813129546897 51.99914894752295,7.642683614920954 51.99824546096483,7.643653670251219 51.99778081620698,7.643405553693371 51.997574021624594,7.642515297216467 51.99683200990343,7.640331525034816 51.995087820454486,7.639854232454184 51.99467385418989,7.639395733344345 51.99420705723078,7.639158679692559 51.994104574727295,7.639061116376863 51.9941899292408,7.638762231485599 51.99441192353772,7.638395664468865 51.99459865458994,7.638027291917812 51.994703141936185,7.637617366683876 51.99479080256705,7.6387488989207695 51.99670821725309,7.638932950300422 51.99700492909215,7.639288533827272 51.99694945704521,7.640110641163319 51.998133985621095,7.640813129546897 51.99914894752295))"
350,Coerde,"POLYGON ((7.652942386261019 51.99746463449238,7.65309268125609 51.99693747065898,7.652550913414005 51.996766473484044,7.652032913518865 51.997239026521456,7.651626111465779 51.99759322937729,7.65120853873607 51.997875537736704,7.651015617113918 51.99799029042497,7.650754771226003 51.99807236800092,7.6505042885582215 51.998096083523315,7.650246552518026 51.99807452648986,7.649904875440345 51.997980237815,7.650089648354129 51.998423605945646,7.650256645615298 51.99882624685512,7.65093308707939 51.99887451310425,7.650988736141441 51.99874224176465,7.652001992383885 51.99798296264401,7.652819104862401 51.99744471615198,7.652942386261019 51.99746463449238))"
300,Coerde,"POLYGON ((7.645752905556015 51.99226986182134,7.644840652982317 51.99217449571293,7.644952066238617 51.99175670818444,7.643894040852417 51.991651697971236,7.643833968479765 51.991791580546185,7.643818203364454 51.991886882362465,7.643667801935803 51.991887802806204,7.642101577246492 51.99168143999216,7.639601021479591 51.991400612900264,7.6393851524676935 51.99200285151189,7.638724068121201 51.99198460456032,7.638676942204615 51.99212198170057,7.638583643909044 51.99264871712762,7.638472057659813 51.99264477551224,7.638352980745884 51.99345501035555,7.638524858008988 51.9934543449503,7.6387129513855525 51.99348569423087,7.6388226113065425 51.993553268332896,7.639237656203447 51.99403548244374,7.639158679692559 51.994104574727295,7.639395733344345 51.99420705723078,7.639854232454184 51.99467385418989,7.640331525034816 51.995087820454486,7.642515297216467 51.99683200990343,7.643405553693371 51.997574021624594,7.643653670251219 51.99778081620698,7.644058910031289 51.99770101834683,7.64451417103528 51.99780667314968,7.645179509550362 51.997878125737245,7.649630374794421 51.99837315566809,7.650089648354129 51.998423605945646,7.649904875440345 51.997980237815,7.650246552518026 51.99807452648986,7.6505042885582215 51.998096083523315,7.650754771226003 51.99807236800092,7.651015617113918 51.99799029042497,7.65120853873607 51.997875537736704,7.651626111465779 51.99759322937729,7.652032913518865 51.997239026521456,7.652550913414005 51.996766473484044,7.65309268125609 51.99693747065898,7.652942386261019 51.99746463449238,7.653899067276325 51.997619196750385,7.654210111340547 51.997298450110165,7.65454842081953 51.99707370771787,7.654819927356196 51.99691206033603,7.655200498417891 51.99668103982022,7.655318997297106 51.99654352808124,7.655335980594563 51.99623069068899,7.6560447768605515 51.996243478365386,7.656322320075936 51.99622746079951,7.656143057656923 51.99508254666982,7.6549385951521325 51.99496055274689,7.654588872855119 51.994275728539534,7.654300946264078 51.993806290115664,7.6540054415692 51.993482888057635,7.6537201560461625 51.99309766183526,7.653145030880001 51.99234005709884,7.652973454848327 51.9923458391974,7.652354246696099 51.99236199025989,7.652232199795019 51.992388984478445,7.652217030915636 51.992476561405475,7.652012331437991 51.99247163890742,7.650509612876517 51.992533967700254,7.6486762628044875 51.99249439495312,7.648306376102696 51.99246826377236,7.64818322985705 51.99245956352595,7.646472846651988 51.99233118147248,7.645752905556015 51.99226986182134))"
350,Coerde,"POLYGON ((7.646014170443518 51.991091572408635,7.644434164533726 51.99112214413918,7.643226212121154 51.99114536809021,7.642436133303789 51.99113095897373,7.641240217175062 51.99104024939118,7.641122118755358 51.990683474711304,7.641116371891515 51.99044735060112,7.639944036204874 51.99028794068673,7.640035267762049 51.98997071288622,7.640008896947304 51.98984840155116,7.640100119734821 51.98953117628019,7.638174654422514 51.989416106959716,7.637976891866551 51.99083812208364,7.637906190191446 51.99132798590048,7.63771754312411 51.99131519469466,7.6375835220496 51.99134282021252,7.637499348666136 51.99142672246272,7.6373981752613895 51.99192949420035,7.638724068121201 51.99198460456032,7.6393851524676935 51.99200285151189,7.639601021479591 51.991400612900264,7.642101577246492 51.99168143999216,7.643667801935803 51.991887802806204,7.643818203364454 51.991886882362465,7.643833968479765 51.991791580546185,7.643894040852417 51.991651697971236,7.644952066238617 51.99175670818444,7.644840652982317 51.99217449571293,7.645752905556015 51.99226986182134,7.645699866874632 51.99217641928504,7.646067693141908 51.99109053689949,7.646014170443518 51.991091572408635))"
290,Coerde,"POLYGON ((7.647499926611657 51.986776556332615,7.647409243621377 51.98651591345168,7.646313060707333 51.9866560722996,7.645485979487003 51.98678351378522,7.6458935636646315 51.98698835106703,7.646152800879609 51.987020299815946,7.646359060094095 51.986969998173,7.6464760587142955 51.98719256376281,7.646494827159326 51.987419269332136,7.646387953059221 51.987710372538935,7.646065862230919 51.987640830837506,7.645982984728087 51.987984880452565,7.645698997149571 51.98877433247035,7.645872011033691 51.98940312143905,7.645949665593014 51.98979905664953,7.645999230849056 51.99000781574071,7.646117356747945 51.9902346798973,7.646210946088229 51.990318836173785,7.646344562369009 51.9903863549801,7.646209087892081 51.990680128765035,7.646014170443518 51.991091572408635,7.646067693141908 51.99109053689949,7.645699866874632 51.99217641928504,7.645752905556015 51.99226986182134,7.646472846651988 51.99233118147248,7.64818322985705 51.99245956352595,7.648306376102696 51.99246826377236,7.64826815551208 51.99215213815445,7.648236534598203 51.99147524560438,7.648243331515404 51.991175565208984,7.648233037659988 51.99089452417909,7.648207315414922 51.98962219426466,7.648167872742402 51.989089753935644,7.648008821615726 51.98827941073403,7.6478609610497355 51.987806297207,7.647499926611657 51.986776556332615))"
260,Handorf,"POLYGON ((7.664330327497888 51.987210582374395,7.664779767921151 51.98711329027309,7.664979797730937 51.98749839374294,7.666368906356298 51.98718882269926,7.666945980632026 51.987429922040214,7.669004160206932 51.98796765504871,7.669135060759892 51.9879437224827,7.669224261548717 51.987929608502554,7.669970518927775 51.98781152689631,7.671246761893471 51.98816671387816,7.671677668921913 51.98827322550764,7.672764933945071 51.98836528065277,7.673590239210814 51.98904752509812,7.674862025543091 51.99011008404792,7.675243847801149 51.99043144076631,7.675672098562883 51.99024429040263,7.675760936957054 51.990193522320006,7.676858407978744 51.98970329027252,7.676361267420842 51.989382801583496,7.675608616451692 51.988841592907065,7.675207501911299 51.98858256996662,7.675071745995966 51.988447315818824,7.674680670385694 51.988203503500856,7.674648793761285 51.988218243380594,7.674254038783984 51.98798085853336,7.672870058452189 51.987881162252734,7.671924845373419 51.987829533827174,7.671493642605009 51.98776212403286,7.671131282832978 51.98761136896872,7.670050696164305 51.98710364023878,7.668823782478861 51.98666812665902,7.667343758641439 51.98626541735842,7.666939145656626 51.986977664318026,7.6660376330213245 51.9867306828556,7.66555862195634 51.98658578682456,7.664042687866611 51.98597828658007,7.663816293559814 51.98599518208438,7.664184203799003 51.98665067814776,7.6639494707919775 51.98670997887486,7.66406530937817 51.98691266906292,7.664162574600882 51.986896068023576,7.664330327497888 51.987210582374395))"
320,Handorf,"POLYGON ((7.691019685168093 51.99611163502561,7.690892672548174 51.99596552440068,7.6902284285992275 51.995231881497205,7.689736955103681 51.994695497989504,7.689539946443757 51.994495464422776,7.6892669041898705 51.994259522740855,7.688760445489064 51.9938310860158,7.688463357766638 51.99358578334902,7.688331043743589 51.99350846168546,7.687806378801076 51.99324256567541,7.688356549084129 51.99303558682597,7.688437167985714 51.99307982657527,7.688821226686216 51.992718540437224,7.688508384570576 51.992587751265795,7.688421349412081 51.99251210099774,7.687507255733345 51.99214130007351,7.687049304936357 51.99286643973753,7.684422659680696 51.991500861380395,7.683601895650176 51.99210025550223,7.683759121938104 51.992272306340276,7.68364772181374 51.992336176185496,7.682771917256147 51.99287484447678,7.684043231146409 51.993652871128965,7.685095342184081 51.994298212170996,7.685171982240511 51.99445183224323,7.685565863037756 51.99471667868953,7.685584382375394 51.994776989305045,7.686176801170693 51.99518929857232,7.687424190157564 51.99595700532359,7.688504203367689 51.996622662011816,7.689067222419981 51.996931951122754,7.689138911236921 51.99697782719531,7.690807267504687 51.996390315011034,7.691167454013139 51.99628161940053,7.691019685168093 51.99611163502561))"
290,Handorf,"POLYGON ((7.70987534850544 52.00240966450368,7.709910035902851 52.003017177779704,7.70994677336657 52.00338181427886,7.709922153020456 52.00374577960303,7.709802551036768 52.00412910442977,7.709711418571902 52.004366499619096,7.710544438295965 52.004271255159566,7.71162871029026 52.004163634204915,7.7128545730700075 52.004057547094355,7.716504056754867 52.0030980700599,7.716579345861762 52.00307827477012,7.716571836842204 52.002459763086485,7.716468076604753 52.001083344726425,7.716405462832975 52.000307732503806,7.7163509198925 51.99968946589734,7.716312577371699 51.99958716348225,7.716241527467549 51.99864393919476,7.716562783141604 51.99859330884424,7.71656553801255 51.99831633488356,7.7164200214815635 51.99745189632916,7.713735170176343 51.99808490686921,7.7137601847015596 51.99829213758118,7.7135998750951495 51.99830631069544,7.713644708200906 51.99890220177097,7.712731318506677 51.99899193989814,7.712704161329695 51.99847089452428,7.709722070084819 51.99853866913138,7.709684752210067 51.99866791158314,7.709661328555423 51.99894465730944,7.709690821762943 51.99953400431113,7.70981581085009 52.001366890572456,7.709831848266685 52.001647780163424,7.70987534850544 52.00240966450368))"
380,Handorf,"POLYGON ((7.705132622056241 51.99211513498735,7.7058810792291865 51.99226781149263,7.7063721889395564 51.992407191485036,7.706841454796241 51.992598669209684,7.70762737583471 51.99298203941833,7.707989729910969 51.99311790728718,7.708413953022712 51.99322514199989,7.708866202017094 51.99330127774793,7.7093186947882835 51.99336903972301,7.709790086306712 51.993487252492805,7.710161487495112 51.99342641539545,7.7115312210828 51.99320272265692,7.711670521688237 51.99319377775496,7.711382717697069 51.992231771839606,7.711066606240934 51.99107475283744,7.710740282043511 51.98991971502297,7.710540647589337 51.98919524664325,7.70970395527189 51.989282397072316,7.708434169586901 51.98957206163056,7.708123215960159 51.98965449126476,7.707353486217593 51.98988890884997,7.707047801702592 51.99002373315965,7.706311675135285 51.99038622041918,7.705832204060122 51.99066777761652,7.705431254850443 51.99104859390029,7.705286546977858 51.99136313524443,7.705132622056241 51.99211513498735))"
390,Handorf,"POLYGON ((7.702340558809254 51.98171384295427,7.702193480631195 51.982048956235396,7.701932780754787 51.9820063150412,7.701863876908086 51.98216199122355,7.702056047914591 51.98219857585218,7.70172600836929 51.98292143619932,7.701636321022519 51.98290454045805,7.701253611253386 51.98381507188702,7.7008532401808365 51.98399891243021,7.700686979347105 51.984402750288304,7.700673412882688 51.984574944120645,7.700779510540207 51.984767015842,7.701023363810515 51.98494734992111,7.701596926062645 51.98516047962086,7.701558371914984 51.98530588287261,7.70157409868305 51.9856533948254,7.700946339137872 51.985680947013556,7.700971028583381 51.98586682085733,7.700699959971821 51.98588504417348,7.700536138989208 51.98590710104329,7.6999710820676155 51.9859936716201,7.699989173881847 51.98611053473171,7.699691041582188 51.98632201238896,7.69948850533196 51.98634629282593,7.699217965837611 51.9866429199459,7.699238357079281 51.9866802640394,7.699295618476193 51.98707596032818,7.699356020818678 51.987511461708976,7.699345130222664 51.98788784487322,7.6993179135177146 51.9879379220482,7.699312392768729 51.98798028403303,7.6996395916562586 51.98795207724579,7.699688500018384 51.98833972619651,7.699708124328375 51.98855205675018,7.69959182549979 51.98856403152163,7.699677379656587 51.988872542385415,7.699259481654 51.98891830878349,7.698954439974045 51.98862593690773,7.698324795747877 51.988717088457015,7.6972672011596766 51.98890426349124,7.696708943639986 51.989015006373904,7.6967368582216125 51.9891675509756,7.69709048793282 51.98965811358641,7.697469021417115 51.99012649055415,7.698190365573153 51.989924822630115,7.698599741744254 51.98988691613164,7.698672044081311 51.99004244677264,7.69965164777368 51.98999585541525,7.700526034868852 51.98995308798072,7.701278411692597 51.99049545193281,7.701687943591991 51.990732059469316,7.702178665147696 51.99095708275255,7.703723742837927 51.99162794972753,7.704462953181714 51.9919280700674,7.705132622056241 51.99211513498735,7.705286546977858 51.99136313524443,7.705431254850443 51.99104859390029,7.705243580177889 51.990971163789716,7.705251313516962 51.99082051128332,7.705254206970519 51.99072005020854,7.705194934751861 51.990658685978524,7.705111087945051 51.99062636119476,7.704948425458776 51.99062248115136,7.704147407140696 51.990647175110134,7.704045886988176 51.99063977832174,7.703658868412827 51.99053712366813,7.703479800068633 51.99051421836026,7.703344621320907 51.9904980766021,7.702921895684576 51.9895178191232,7.703293213840016 51.989459096964254,7.703546210433361 51.98942497753766,7.7037047339759335 51.98984193964506,7.704454861216761 51.98973812724799,7.704460509176748 51.989688674835435,7.704408130533734 51.98960210004854,7.704304124350895 51.989402899415204,7.7042864496494206 51.98932514313157,7.704355349074036 51.989315850433336,7.704462125297864 51.989258404838075,7.705170371155836 51.989157320076096,7.705490173392784 51.988649999228095,7.705838115952633 51.98810739557605,7.705875449801144 51.987988471168265,7.705873805816874 51.987927740500226,7.707217053443503 51.98767659355674,7.708812337473328 51.98738632140724,7.7087851949476995 51.98726878328543,7.708746097010301 51.98697734829609,7.708944927855987 51.98690206262896,7.7089717823234345 51.98679349120589,7.709267414002566 51.98677160584513,7.709267005349705 51.98654968146264,7.709609250802261 51.986557614025536,7.709297668545854 51.98583610724085,7.708836464102087 51.984775895412135,7.70859043569908 51.98425190103545,7.708412308194459 51.98396103608654,7.706520937573814 51.98394029834354,7.7065275782161375 51.98382731802337,7.706496179967034 51.98350456278587,7.7064839462464825 51.98345836927061,7.706506150725957 51.98339371226664,7.706517610554658 51.98311329864156,7.7066023473711125 51.98311422845698,7.706700711598067 51.982759400413755,7.706407256554978 51.982588694549385,7.705726037158609 51.98257912428686,7.7057278161133915 51.982281854845326,7.705888549539902 51.98211613324999,7.705257850397773 51.98188310203697,7.70405319631413 51.981566296596,7.703204022731386 51.98138528544754,7.702923377142871 51.981476409734654,7.702802472409984 51.9817772575642,7.702340558809254 51.98171384295427))"
