Name,Long,Lat
P+R Preußenstadion,7.6267693,51.9315267
P+R Preußenstadion,7.6265546,51.932456
Alte Reitbahn,7.6287603,51.9268456
Alte Reitbahn,7.6289247,51.9268845
Im Dahl,7.6360665,51.9136943
Im Dahl,7.6362905,51.9131482
Geistkamp,7.6374619,51.9102663
Geistkamp,7.637298,51.9107045
Hülsebrockstraße,7.6393686,51.9067068
Hülsebrockstraße,7.6383614,51.9070708
Hülsebrockstraße,7.6386733,51.9075996
Hiltrup Schulzentrum / Stadthalle,7.6396342,51.9030634
Nimrodweg,7.6353192,51.9008342
Rückertstraße,7.6285848,51.8991679
Amelsbürener Straße,7.6242154,51.8981929
Hansestraße,7.6220933,51.8933542
Hansestraße,7.6224223,51.8942928
Davertstraße,7.6051991,51.8831053
Elbestraße,7.6562385,51.9693985
Elbestraße,7.6565859,51.9704488
Körnerstraße,7.6160074,51.9549007
Kirschgarten,7.6999495,51.989525
Hobbeltstraße,7.7028491,51.981728
Handorf Gartenzentrum,7.7044185,51.9778941
Handorf Gartenzentrum,7.7047595,51.9773063
Pleistermühlenweg,7.693062,51.9734862
Pleistermühlenweg,7.6943558,51.9736454
Dechaneistraße,7.6510893,51.9649644
Königsstraße,7.6263924,51.9578579
Offenbergstraße,7.6117951,51.9520833
Offenbergstraße,7.6115119,51.9519229
Franz-Hitze-Haus,7.6027777,51.9563592
Domagkstraße,7.6025789,51.9609196
Domagkstraße,7.6024026,51.9613305
Wilhelm-Klemm-Straße,7.5974784,51.9666548
Wilhelm-Klemm-Straße,7.5974915,51.9665139
Horstmarer Landweg,7.5909159,51.9733789
Oberschlesier Straße,7.6089233,51.9362116
Wiener Straße,7.6521248,51.9680675
Schornheide,7.6737203,52.0263959
Hessenbusch,7.6735007,52.0087846
Rudolf-Diesel-Straße,7.6641804,51.9900671
Hacklenburg,7.6599434,51.9825694
Saarstraße,7.6571986,51.9723533
Heilig-Geist-Kirche,7.6207421,51.940314
Inselbogen / Sparkassenzentrale,7.6087406,51.9403728
Inselbogen / Sparkassenzentrale,7.6090109,51.9401272
Sessendrupweg,7.5525581,51.9990479
Stefan-Zweig-Straße,7.5519611,51.991306
Haus Rüschhaus,7.5500168,51.9832469
Potstiege,7.5828181,51.9656984
Von-Steuben-Straße,7.631545,51.9543821
Friedrich-Ebert-Platz,7.6314504,51.9511162
Haus Herding,7.6252875,51.9063778
Haus Herding,7.6247455,51.9058464
Meesenstiege,7.6255772,51.9032974
Franz-Berding-Weg,7.6242698,51.8999389
Franz-Berding-Weg,7.6247605,51.9004924
Steinfurter Straße,7.6141229,51.9681116
Steinfurter Straße,7.6130965,51.9687413
Kapuzinerstraße,7.6107247,51.9705779
Kapuzinerstraße,7.6106495,51.9704656
Leonardo-Campus,7.6035499,51.9752973
Leonardo-Campus,7.6042484,51.9748051
Kortenbrede,7.5944519,51.980663
Kortenbrede,7.5951443,51.9801635
Abzweig Wilkinghege,7.5878113,51.9845993
Wilkinghege Golfplatz,7.5848609,51.9862204
Verkehrsbetriebe,7.6456642,51.9390841
Gewerbegebiet Loddenheide,7.6459069,51.9341356
Gustav-Stresemann-Weg,7.6481423,51.9317985
Janningsweg,7.6128858,51.9959752
Janningsweg,7.6130299,51.9959675
Salzmannstraße,7.6157871,51.993189
Holtmannsweg,7.634563,51.9952273
Ziegeleiteich,7.649877,51.9979579
Ziegeleiteich,7.6515668,51.9976409
Sibeliusstraße,7.6460626,51.9826335
Hoher Heckenweg,7.6402732,51.9744208
Pumpenhaus / Lublinring,7.6352784,51.9727234
Pumpenhaus / Lublinring,7.6357132,51.9725654
Kanalstraße,7.6321377,51.9717269
P+R Nieberdingstraße,7.6453582,51.9453236
P+R Nieberdingstraße,7.6454067,51.9455217
Loddenheide / Beresa,7.6505758,51.9406932
Loddenheide / Beresa,7.6501869,51.9411276
Willy-Brandt-Weg,7.6538287,51.9383003
Martin-Luther-King-Weg,7.6556728,51.937072
Heumannsweg,7.6612186,51.933349
Heumannsweg,7.6592629,51.9348152
Erbdrostenweg,7.6653945,51.9303509
Paul-Engelhard-Weg,7.6713866,51.9248401
Paul-Engelhard-Weg,7.6703075,51.9259868
Otto-Hersing-Weg,7.6757733,51.9209679
Pommernstraße,7.6776385,51.9192461
Pommernstraße,7.6784877,51.9184647
Am Schütthook,7.6853685,51.9144127
Loddenweg,7.6682786,51.9060355
Wolbeck Schulzentrum,7.7175014,51.9159994
Kolde-Ring / LVM,7.6161216,51.9493052
Kolde-Ring / LVM,7.6167766,51.9494124
DZ HYP / IHK,7.6120445,51.9443183
DZ HYP / IHK,7.6124052,51.9442339
Brunnenweg,7.6050773,51.9268496
Homannstraße,7.6974481,51.9246721
Zumbuschstraße,7.7221531,51.9115914
Zumbuschstraße,7.7209224,51.9099067
Dreifaltigkeitskirche,7.6130302,51.9742683
Dreifaltigkeitskirche,7.6123981,51.9748932
Dreifaltigkeitskirche,7.6123327,51.973617
Sprakel Nienberger Straße,7.6141191,52.0399261
Sprakel Mitte,7.6197631,52.037116
Schlusenweg,7.6197226,52.0328848
Ashölterweg,7.6183943,52.0267499
Pastorsesch,7.6137062,51.9990718
Pastorsesch,7.6140275,51.9997839
Eimermacherweg,7.5988981,51.9917552
Eimermacherweg,7.5988708,51.9924099
Hasenbusch,7.5950798,51.9914507
Kanonierplatz,7.6125762,51.9718999
Kanonierplatz,7.6125032,51.9715037
Emil-Nolde-Weg,7.6740911,51.9008949
Adolf-Wentrup-Weg,7.6694209,51.9014111
Friedhof Altenroxel,7.5741086,51.9374095
Nottulner Landweg,7.5382259,51.9477453
Lise-Meitner-Straße,7.5286637,51.9443853
Am Hornbach,7.7099064,52.0027672
Bischopinkstraße,7.597281,51.9424115
Bischopinkstraße,7.5981563,51.9424085
Bischopinkstraße,7.5981556,51.9429563
Von-Ossietzky-Straße,7.6003692,51.9411327
Kleihorststraße,7.6009222,51.9396247
Vorländerweg,7.5913562,51.9392554
Handwerkskammer Bildungszentrum,7.5878659,51.9375576
Meckmannweg,7.5700583,51.9300428
Heroldstraße,7.5735642,51.92498
Ripenhorst,7.5728319,51.920278
Gartenbreie,7.5706796,51.9589589
Auenviertel,7.5652272,51.9660248
Auenviertel,7.5657271,51.9655589
Gronowskistraße,7.5629896,51.9677064
Nünningfeld,7.5626098,51.9696709
Nünningfeld,7.5624837,51.9696325
Haus Mariengrund,7.5608083,51.9709339
Gescherweg,7.5759441,51.9728485
Gescherweg,7.5752912,51.9725667
Besselweg,7.5776156,51.9702143
Landgericht/Schlossplatz Süd,7.6153989,51.9619584
Servatiiplatz,7.6347875,51.9591885
Liboristraße,7.6520636,51.954853
Im Drostebusch,7.6770598,51.9562818
Technologiepark,7.6009827,51.9763635
Austermannstraße,7.5956821,51.9771498
Wasserweg,7.5921374,51.9748092
Wasserweg,7.5928343,51.9752913
Mühlenhof,7.5948753,51.9521521
Redigerstraße,7.5920281,51.9545199
Manfred-von-Richthofen-Straße,7.6480267,51.958977
08-Stadion,7.6578539,51.9586011
Zum Guten Hirten,7.6606683,51.9628421
Polizeipräsidium / LWL-Klinik,7.619215,51.9745448
Polizeipräsidium / LWL-Klinik,7.6169328,51.9745009
Nordplatz,7.6225861,51.9719876
Hoyastraße,7.6221775,51.9702967
Boeselagerstraße,7.5999476,51.934588
Kerkheideweg / Brillux,7.5945111,51.9314965
Kerkheideweg / Brillux,7.595307,51.9319436
Mersmannsstiege,7.5928812,51.9305772
Dingbängerweg,7.583184,51.9265502
An der Hansalinie,7.5620185,51.9252797
Sendener Stiege,7.5282996,51.9177056
Hiltrup Hallenbad,7.6389732,51.9014409
Hiltrup Hallenbad,7.6391787,51.9011879
Zum Roten Berge,7.6405666,51.8994576
Zum Roten Berge,7.6410787,51.8988139
Regina-Protmann-Straße,7.6172424,51.99086
Provinzial Süd,7.6206471,51.9896139
Schleebrüggenkamp,7.6214143,51.9874022
Siemensstraße,7.6308159,51.9323933
Geister Landweg,7.6326911,51.9287754
Schuckertstraße,7.6335992,51.9270047
Trauttmansdorffstraße,7.6379951,51.9261138
Kesslerweg,7.6491922,51.9222688
Joseph-König-Straße,7.6333347,51.9857189
Bezirksregierung II,7.6363115,51.9837809
Anton-Bruchausen-Straße,7.6353914,51.9806698
Deutsche Rentenversicherung Westfalen,7.6358931,51.9763959
An der Christuskirche,7.6495241,51.9074037
Glasuritstraße,7.6509593,51.9056586
Theodor-Heuss-Straße,7.6962372,51.9111065
Sültemeyer,7.7283824,51.9178895
Nikolausweg,7.7312934,51.921365
Görlitzer Straße,7.6436543,51.9925402
Kiesekampweg,7.6382407,51.9945732
Freibad Stapelskotten,7.6908521,51.9454929
Freibad Stapelskotten,7.6897111,51.9458802
Sperlichstraße,7.6096426,51.949073
Schleswiger Straße,7.6438066,51.9692611
Schleswiger Straße,7.643093,51.9695727
Villa ten Hompel,7.6458843,51.9667244
Villa ten Hompel,7.6460238,51.9667419
Sankt Franziskus-Hospital,7.6474892,51.9622011
Sankt Franziskus-Hospital,7.6475466,51.9605846
Grollheide,7.6156604,51.9160124
Kinderhaus Schulzentrum D,7.6028762,51.9970879
Apffelstaedtstraße,7.6017261,51.9691965
Pieper,7.6796584,52.0122201
Gallenkamp,7.6658411,51.9560141
Unbenannt,7.6799059,51.9332809
Angelmodde Waldsiedlung,7.6896205,51.912148
Münster Hbf (Hafenstraße),7.6319837,51.9535474
Elbinger Str,7.6569695,51.9955405
Haus Ruhr,7.5103663,51.8949511
Alvingheide,7.5131424,51.9313004
Alvingheide,7.5133932,51.931169
Hiltrup Bahnhof,7.653662,51.9050889
Amelsbüren Bahnhof,7.5996825,51.8844311
Schulbus,7.5616126,52.0223846
Gewerbegebiet,7.5499718,52.002073
Abzweig Sprakel,7.6210289,52.0325589
Everding,7.52838,51.9607957
Everding,7.5284216,51.9606048
Kiesekampweg,7.6386094,51.9946038
Hangkamp,7.6223901,52.0440365
Hangkamp,7.6221433,52.043865
Uhlenbrock,7.5538744,52.0350142
Uhlenbrock,7.5538234,52.034916
Burg Hülshoff,7.5069988,51.9693612
Apffelstaedtstraße,7.6030024,51.96932
Wersebeckmannweg,7.6778358,51.9785063
Siriusweg,7.61249,51.8805485
Siriusweg,7.6133709,51.880784
Hohenzollernring / Finanzgericht,7.6468741,51.9645301
Hohenzollernring / Finanzgericht,7.6466566,51.9643968
Kurhaus,7.7331828,51.9166878
Im Bilskamp,7.7371911,51.917709
Im Bilskamp,7.7382311,51.9177439
Wolbeck Markt,7.7251026,51.9155736
Wolbeck Schulzentrum,7.7175924,51.915988
Wolbeck Schulzentrum,7.7176286,51.9161956
Am Berler Kamp,7.7208446,51.9158209
Juffernkamp,7.7277016,51.9128226
Westfalenstraße,7.6321488,51.9173668
Westfalenstraße,7.632215,51.9170667
Merkureck,7.6328554,51.9141913
Herz-Jesu-Krankenhaus,7.6328427,51.9091869
An der Alten Kirche,7.6358758,51.9052565
Alter Schützenhof,7.6234077,51.9459031
Sankt Joseph-Kirche,7.6244514,51.9493413
Wolbecker Windmühle,7.7213157,51.9292118
Lerschmehr,7.7248534,51.9246289
Grenkuhlenweg,7.7277607,51.9224679
Lerschmehr,7.7244736,51.9250219
Wolbeck Ehrenmal,7.7285841,51.9200158
Mondstraße,7.6757902,51.9498794
Servatiiplatz,7.6358527,51.9594237
Sankt Mauritz,7.6769355,51.9697066
Sankt Mauritz,7.6764929,51.9711293
Möselerhook,7.551266,51.925007
Möselerhook,7.5520787,51.9250269
Umspannwerk,7.5879653,51.9281406
Grüner Grund,7.6141135,51.9397031
P+R Coesfelder Kreuz,7.6015399,51.9645151
Schmeddingstraße,7.5891937,51.9614559
Deipenfohr,7.5804534,51.9604509
Kannenweg,7.5710036,51.8847428
Alexianer-Campus,7.5664553,51.8772104
Düesbergpark,7.606802,51.9310768
Düesbergpark,7.6063921,51.9300939
Düesbergpark,7.6074723,51.9303594
Königsberger Straße,7.6483135,51.9925759
Am Burloh,7.6114284,51.9935316
Pater-Kolbe-Straße,7.6158696,51.8828764
Am Dornbusch,7.6093733,51.8800816
Marsweg,7.6080175,51.8816413
Marsweg,7.6074167,51.8819708
Bredekamp,7.6341248,51.9175324
Münster Hbf (Hafenstraße),7.6322026,51.9535114
Münster Hbf (Hafenstraße),7.6317565,51.9535791
Münster Hbf (Hafenstraße),7.632081,51.9535364
Münster Hbf (Hafenstraße),7.6318714,51.9535666
Emsstraße,7.6616469,51.9678616
Corrensstraße,7.5968528,51.9708683
Haus Münsterland,7.7164028,51.9989683
Coerde,7.639237,51.9946781
Coerde,7.6395592,51.9943497
Coerde,7.6401436,51.9949109
Nikolausweg,7.7311731,51.9212277
Kötterstraße,7.7007226,51.9852498
Sporthalle Berg Fidel,7.6224156,51.9288717
Ringstraße,7.6621109,51.905918
Wegegabel,7.5231403,51.9636533
Altenroxeler Straße,7.5709203,51.9413919
Tannenhof,7.6778247,51.9686103
Brandhoveweg,7.7125812,51.9109823
Holtrode,7.7313029,51.9233834
Mecklenbecker Straße,7.579057,51.9340028
Sankt Anna-Kirche,7.5805926,51.9307439
Dingbängerweg,7.5833841,51.9272533
Sankt Anna-Kirche,7.5806958,51.9305872
Sprakeler Heide,7.5948995,52.0466867
Im Brook,7.5889879,52.049693
Sprakeler Heide,7.5949149,52.0467494
Ludwig-Wolker-Schule,7.7009305,51.9878778
Matthias-Claudius-Schule,7.7032278,51.9901791
Von-Walsen-Weg,7.729944,51.925031
