Lat,Long,public_transport,nightlife,shops,near_university
51.90189375440881,7.528513481954789,0,0,0,0
51.90189375440881,7.5299693925101865,0,0,0,0
51.90189375440881,7.531425303065583,0,0,0,0
51.90189375440881,7.532881213620978,0,0,0,0
51.90189375440881,7.534337124176376,0,0,0,0
51.90189375440881,7.535793034731772,0,0,0,0
51.90189375440881,7.537248945287169,0,0,0,0
51.90189375440881,7.538704855842567,0,0,0,0
51.90189375440881,7.540160766397962,0,0,0,0
51.90189375440881,7.541616676953359,0,0,0,0
51.90189375440881,7.5430725875087585,0,0,0,0
51.90189375440881,7.544528498064152,0,0,0,0
51.90189375440881,7.545984408619549,0,0,0,0
51.90189375440881,7.547440319174948,0,0,0,0
51.90189375440881,7.548896229730342,0,0,0,0
51.90189375440881,7.55035214028574,0,0,0,0
51.90189375440881,7.551808050841137,0,0,0,0
51.90189375440881,7.5532639613965324,0,0,0,0
51.90189375440881,7.5547198719519315,0,0,0,0
51.90189375440881,7.556175782507327,0,0,0,0
51.90189375440881,7.5576316930627225,0,0,0,0
51.90189375440881,7.559087603618121,0,0,0,0
51.90189375440881,7.560543514173517,0,0,0,0
51.90189375440881,7.5619994247289135,0,0,0,0
51.90189375440881,7.563455335284312,0,0,0,0
51.90189375440881,7.564911245839706,0,0,0,0
51.90189375440881,7.566367156395104,0,0,0,0
51.90189375440881,7.567823066950501,0,0,0,0
51.90189375440881,7.569278977505897,0,0,0,0
51.90189375440881,7.570734888061295,0,0,0,0
51.90189375440881,7.572190798616692,0,0,0,0
51.90189375440881,7.573646709172088,0,0,0,0
51.90189375440881,7.5751026197274856,0,0,0,0
51.90189375440881,7.576558530282881,0,0,0,0
51.90189375440881,7.5780144408382775,0,0,0,0
51.90189375440881,7.579470351393675,0,0,0,0
51.90189375440881,7.580926261949072,0,0,0,0
51.90189375440881,7.5823821725044676,0,0,0,0
51.90189375440881,7.583838083059865,0,0,0,0
51.90189375440881,7.585293993615261,0,0,0,0
51.90189375440881,7.586749904170658,0,0,0,0
51.90189375440881,7.588205814726055,0,0,0,0
51.90189375440881,7.58966172528145,0,0,0,0
51.90189375440881,7.5911176358368495,0,0,0,0
51.90189375440881,7.592573546392245,0,0,0,0
51.90189375440881,7.594029456947642,0,0,0,0
51.90189375440881,7.595485367503039,0,0,0,0
51.90189375440881,7.596941278058435,0,0,0,0
51.90189375440881,7.598397188613832,0,0,0,0
51.90189375440881,7.599853099169228,0,0,0,0
51.90189375440881,7.601309009724625,0,0,0,0
51.90189375440881,7.6027649202800225,0,0,0,0
51.90189375440881,7.604220830835419,0,0,0,0
51.90189375440881,7.605676741390816,0,0,0,0
51.90189375440881,7.6071326519462135,0,0,0,0
51.90189375440881,7.608588562501608,0,0,0,0
51.90189375440881,7.610044473057005,0,0,1,0
51.90189375440881,7.611500383612403,0,0,2,0
51.90189375440881,7.612956294167799,0,0,2,0
51.90189375440881,7.614412204723196,0,0,2,0
51.90189375440881,7.615868115278594,0,0,2,0
51.90189375440881,7.617324025833991,0,0,2,0
51.90189375440881,7.618779936389386,0,0,2,0
51.90189375440881,7.620235846944783,0,0,2,0
51.90189375440881,7.62169175750018,0,0,2,0
51.90189375440881,7.623147668055576,1,0,2,0
51.90189375440881,7.624603578610972,2,0,3,0
51.90189375440881,7.62605948916637,2,0,4,0
51.90189375440881,7.6275153997217675,0,0,6,0
51.90189375440881,7.628971310277164,0,0,6,0
51.90189375440881,7.63042722083256,0,0,6,0
51.90189375440881,7.631883131387958,0,0,7,0
51.90189375440881,7.633339041943353,1,0,7,0
51.90189375440881,7.6347949524987495,1,0,8,0
51.90189375440881,7.636250863054148,2,0,8,0
51.90189375440881,7.637706773609544,4,0,8,0
51.90189375440881,7.6391626841649405,4,0,9,0
51.90189375440881,7.640618594720338,4,0,9,0
51.90189375440881,7.642074505275733,0,0,9,0
51.90189375440881,7.643530415831131,0,0,9,0
51.90189375440881,7.644986326386527,0,0,9,0
51.90189375440881,7.646442236941924,0,0,9,0
51.90189375440881,7.6478981474973216,0,0,9,0
51.90189375440881,7.649354058052717,0,0,10,0
51.90189375440881,7.6508099686081135,0,0,10,0
51.90189375440881,7.652265879163513,0,0,10,0
51.90189375440881,7.653721789718907,0,0,8,0
51.90189375440881,7.655177700274304,0,0,6,0
51.90189375440881,7.656633610829703,0,0,6,0
51.90189375440881,7.658089521385097,0,0,6,0
51.90189375440881,7.6595454319404945,0,0,5,0
51.90189375440881,7.661001342495892,0,0,6,0
51.90189375440881,7.662457253051287,0,0,6,0
51.90189375440881,7.663913163606685,0,0,5,0
51.90189375440881,7.665369074162082,1,0,5,0
51.90189375440881,7.666824984717477,2,0,3,0
51.90189375440881,7.668280895272876,2,0,2,0
51.90189375440881,7.669736805828272,1,0,2,0
51.90189375440881,7.671192716383668,2,0,2,0
51.90189375440881,7.672648626939067,2,0,2,0
51.90189375440881,7.674104537494463,2,0,2,0
51.90189375440881,7.6755604480498585,2,0,1,0
51.90189375440881,7.677016358605256,1,0,1,0
51.90189375440881,7.678472269160652,1,0,1,0
51.90189375440881,7.6799281797160495,0,0,1,0
51.90189375440881,7.681384090271447,0,0,1,0
51.90189375440881,7.682840000826843,0,0,1,0
51.90189375440881,7.684295911382239,0,0,1,0
51.90189375440881,7.685751821937636,0,0,1,0
51.90189375440881,7.687207732493032,0,0,1,0
51.90189375440881,7.68866364304843,0,0,0,0
51.90189375440881,7.690119553603827,0,0,0,0
51.90189375440881,7.691575464159222,0,0,0,0
51.90189375440881,7.69303137471462,0,0,0,0
51.90189375440881,7.694487285270016,0,0,0,0
51.90189375440881,7.6959431958254125,0,0,0,0
51.90189375440881,7.69739910638081,0,0,0,0
51.90189375440881,7.698855016936207,0,0,0,0
51.90189375440881,7.7003109274916035,0,0,0,0
51.902798126141775,7.527209108521963,0,0,0,0
51.902798126141775,7.528665048388215,0,0,0,0
51.902798126141775,7.530120988254469,0,0,0,0
51.902798126141775,7.531576928120722,0,0,0,0
51.902798126141775,7.5330328679869725,0,0,0,0
51.902798126141775,7.534488807853224,0,0,0,0
51.902798126141775,7.535944747719477,0,0,0,0
51.902798126141775,7.5374006875857305,0,0,0,0
51.902798126141775,7.538856627451983,0,0,0,0
51.902798126141775,7.540312567318232,0,0,0,0
51.902798126141775,7.541768507184487,0,0,0,0
51.902798126141775,7.543224447050737,0,0,0,0
51.902798126141775,7.5446803869169905,0,0,0,0
51.902798126141775,7.546136326783242,0,0,0,0
51.902798126141775,7.547592266649494,0,0,0,0
51.902798126141775,7.549048206515748,0,0,0,0
51.902798126141775,7.550504146381999,0,0,0,0
51.902798126141775,7.551960086248251,0,0,0,0
51.902798126141775,7.553416026114503,0,0,0,0
51.902798126141775,7.554871965980755,0,0,0,0
51.902798126141775,7.5563279058470085,0,0,0,0
51.902798126141775,7.55778384571326,0,0,0,0
51.902798126141775,7.559239785579511,0,0,0,0
51.902798126141775,7.560695725445764,0,0,0,0
51.902798126141775,7.562151665312016,0,0,0,0
51.902798126141775,7.5636076051782695,0,0,0,0
51.902798126141775,7.565063545044521,0,0,0,0
51.902798126141775,7.566519484910773,0,0,0,0
51.902798126141775,7.567975424777025,0,0,0,0
51.902798126141775,7.569431364643277,0,0,0,0
51.902798126141775,7.5708873045095295,0,0,0,0
51.902798126141775,7.572343244375781,0,0,0,0
51.902798126141775,7.5737991842420325,0,0,0,0
51.902798126141775,7.575255124108286,0,0,0,0
51.902798126141775,7.576711063974536,0,0,0,0
51.902798126141775,7.57816700384079,0,0,0,0
51.902798126141775,7.579622943707043,0,0,0,0
51.902798126141775,7.581078883573293,0,0,0,0
51.902798126141775,7.582534823439548,0,0,0,0
